,country,time-period,GDP(mm-euro)
2824,Norway,2005-Q2,75869.2
2825,Norway,2005-Q3,76498.5
2826,Norway,2005-Q4,76670.7
2827,Norway,2006-Q1,77161.4
2828,Norway,2006-Q2,77257.8
2829,Norway,2006-Q3,78050.6
2830,Norway,2006-Q4,79479.1
2831,Norway,2007-Q1,79539.0
2832,Norway,2007-Q2,79537.6
2833,Norway,2007-Q3,80558.3
2834,Norway,2007-Q4,81434.9
2835,Norway,2008-Q1,80411.8
2836,Norway,2008-Q2,80451.9
2837,Norway,2008-Q3,80304.9
2838,Norway,2008-Q4,80556.4
2839,Norway,2009-Q1,79891.2
2840,Norway,2009-Q2,79188.5
2841,Norway,2009-Q3,79239.5
2842,Norway,2009-Q4,79281.8
2843,Norway,2010-Q1,80828.7
2844,Norway,2010-Q2,79969.5
2845,Norway,2010-Q3,77985.0
2846,Norway,2010-Q4,80174.3
2847,Norway,2011-Q1,80249.3
2848,Norway,2011-Q2,79917.5
2849,Norway,2011-Q3,81205.2
2850,Norway,2011-Q4,81247.1
2851,Norway,2012-Q1,83009.8
2852,Norway,2012-Q2,83205.6
2853,Norway,2012-Q3,81999.4
2854,Norway,2012-Q4,82669.7
2855,Norway,2013-Q1,82794.2
2856,Norway,2013-Q2,83392.3
2857,Norway,2013-Q3,84210.2
2858,Norway,2013-Q4,84061.0
2859,Norway,2014-Q1,84498.8
2860,Norway,2014-Q2,85123.3
2861,Norway,2014-Q3,85481.1
2862,Norway,2014-Q4,86526.1
2863,Norway,2015-Q1,86304.0
2864,Norway,2015-Q2,86761.4
2865,Norway,2015-Q3,87778.1
2866,Norway,2015-Q4,87007.3
2867,Norway,2016-Q1,87123.6
2868,Norway,2016-Q2,87096.1
2869,Norway,2016-Q3,86828.6
2870,Norway,2016-Q4,87991.5
2871,Norway,2017-Q1,88866.7
2872,Norway,2017-Q2,89722.9
2873,Norway,2017-Q3,90337.8
2874,Norway,2017-Q4,89823.1
2875,Norway,2018-Q1,90522.7
2876,Norway,2018-Q2,90795.0
2877,Norway,2018-Q3,91367.0
2878,Norway,2018-Q4,91397.8
2879,Norway,2019-Q1,91194.8
2880,Norway,2019-Q2,91211.4
2881,Norway,2019-Q3,91481.2
2882,Norway,2019-Q4,92860.1
2883,Norway,2020-Q1,91651.6
2884,Norway,2020-Q2,87273.2
2885,Norway,2020-Q3,91214.0
2886,Norway,2020-Q4,91867.8
2887,Norway,2021-Q1,91834.5
2888,Norway,2021-Q2,92382.7
2889,Norway,2021-Q3,96102.9
2890,Norway,2021-Q4,96219.4
2891,Norway,2022-Q1,95400.0
2892,Norway,2022-Q2,96077.6
2893,Poland,1995-Q1,47521.9
2894,Poland,1995-Q2,48381.0
2895,Poland,1995-Q3,50103.5
2896,Poland,1995-Q4,50029.5
2897,Poland,1996-Q1,51509.5
2898,Poland,1996-Q2,52639.8
2899,Poland,1996-Q3,53097.8
2900,Poland,1996-Q4,50943.2
2901,Poland,1997-Q1,54616.0
2902,Poland,1997-Q2,55365.6
2903,Poland,1997-Q3,55222.8
2904,Poland,1997-Q4,56148.3
2905,Poland,1998-Q1,57706.6
2906,Poland,1998-Q2,57552.5
2907,Poland,1998-Q3,58038.1
2908,Poland,1998-Q4,58161.1
2909,Poland,1999-Q1,58503.7
2910,Poland,1999-Q2,59861.7
2911,Poland,1999-Q3,61186.3
2912,Poland,1999-Q4,62381.6
2913,Poland,2000-Q1,62168.9
2914,Poland,2000-Q2,62917.7
2915,Poland,2000-Q3,63161.4
2916,Poland,2000-Q4,65013.3
2917,Poland,2001-Q1,64136.8
2918,Poland,2001-Q2,63846.2
2919,Poland,2001-Q3,64346.0
2920,Poland,2001-Q4,64536.3
2921,Poland,2002-Q1,64672.8
2922,Poland,2002-Q2,65257.7
2923,Poland,2002-Q3,66062.1
2924,Poland,2002-Q4,66124.4
2925,Poland,2003-Q1,66355.5
2926,Poland,2003-Q2,67746.8
2927,Poland,2003-Q3,68501.3
2928,Poland,2003-Q4,68693.1
2929,Poland,2004-Q1,70745.1
2930,Poland,2004-Q2,71317.7
2931,Poland,2004-Q3,70958.5
2932,Poland,2004-Q4,71710.7
2933,Poland,2005-Q1,72500.9
2934,Poland,2005-Q2,72607.7
2935,Poland,2005-Q3,74010.9
2936,Poland,2005-Q4,75372.3
2937,Poland,2006-Q1,76505.4
2938,Poland,2006-Q2,78264.8
2939,Poland,2006-Q3,79557.0
2940,Poland,2006-Q4,78364.7
2941,Poland,2007-Q1,81961.7
2942,Poland,2007-Q2,82895.8
2943,Poland,2007-Q3,84302.7
2944,Poland,2007-Q4,85435.3
2945,Poland,2008-Q1,87073.7
2946,Poland,2008-Q2,87285.3
2947,Poland,2008-Q3,86991.6
2948,Poland,2008-Q4,87343.8
2949,Poland,2009-Q1,88722.7
2950,Poland,2009-Q2,88763.7
2951,Poland,2009-Q3,89277.0
2952,Poland,2009-Q4,91416.6
2953,Poland,2010-Q1,91030.4
2954,Poland,2010-Q2,92419.6
2955,Poland,2010-Q3,93638.2
2956,Poland,2010-Q4,94553.6
2957,Poland,2011-Q1,95620.2
2958,Poland,2011-Q2,96896.8
2959,Poland,2011-Q3,98145.0
2960,Poland,2011-Q4,98767.0
2961,Poland,2012-Q1,98835.1
2962,Poland,2012-Q2,98592.8
2963,Poland,2012-Q3,99024.3
2964,Poland,2012-Q4,98503.1
2965,Poland,2013-Q1,98565.9
2966,Poland,2013-Q2,99627.5
2967,Poland,2013-Q3,100380.3
2968,Poland,2013-Q4,100645.9
2969,Poland,2014-Q1,101685.4
2970,Poland,2014-Q2,102843.7
2971,Poland,2014-Q3,103701.5
2972,Poland,2014-Q4,104381.3
2973,Poland,2015-Q1,105859.7
2974,Poland,2015-Q2,106693.9
2975,Poland,2015-Q3,108040.3
2976,Poland,2015-Q4,109387.3
2977,Poland,2016-Q1,109059.0
2978,Poland,2016-Q2,110494.2
2979,Poland,2016-Q3,110763.0
2980,Poland,2016-Q4,113314.0
2981,Poland,2017-Q1,114371.7
2982,Poland,2017-Q2,115391.8
2983,Poland,2017-Q3,116660.2
2984,Poland,2017-Q4,118749.4
2985,Poland,2018-Q1,120222.0
2986,Poland,2018-Q2,121846.1
2987,Poland,2018-Q3,123455.7
2988,Poland,2018-Q4,124623.1
2989,Poland,2019-Q1,126865.4
2990,Poland,2019-Q2,127881.8
2991,Poland,2019-Q3,129032.4
2992,Poland,2019-Q4,129666.5
2993,Poland,2020-Q1,130172.2
2994,Poland,2020-Q2,118333.4
2995,Poland,2020-Q3,127014.9
2996,Poland,2020-Q4,126984.4
2997,Poland,2021-Q1,128704.2
2998,Poland,2021-Q2,131298.6
2999,Poland,2021-Q3,134715.3
3000,Poland,2021-Q4,137117.4
3001,Poland,2022-Q1,140498.4
3002,Portugal,1995-Q1,35220.1
3003,Portugal,1995-Q2,35635.4
3004,Portugal,1995-Q3,35790.0
3005,Portugal,1995-Q4,36032.5
3006,Portugal,1996-Q1,36317.1
3007,Portugal,1996-Q2,36752.7
3008,Portugal,1996-Q3,37251.4
3009,Portugal,1996-Q4,37356.6
3010,Portugal,1997-Q1,37971.0
3011,Portugal,1997-Q2,38316.0
3012,Portugal,1997-Q3,38814.5
3013,Portugal,1997-Q4,39075.4
3014,Portugal,1998-Q1,39641.1
3015,Portugal,1998-Q2,40249.9
3016,Portugal,1998-Q3,40696.1
3017,Portugal,1998-Q4,41002.6
3018,Portugal,1999-Q1,41547.6
3019,Portugal,1999-Q2,41764.5
3020,Portugal,1999-Q3,42174.0
3021,Portugal,1999-Q4,42416.2
3022,Portugal,2000-Q1,43360.2
3023,Portugal,2000-Q2,43131.0
3024,Portugal,2000-Q3,43762.8
3025,Portugal,2000-Q4,44055.8
3026,Portugal,2001-Q1,43918.0
3027,Portugal,2001-Q2,44342.9
3028,Portugal,2001-Q3,44407.8
3029,Portugal,2001-Q4,45029.1
3030,Portugal,2002-Q1,45109.1
3031,Portugal,2002-Q2,44899.8
3032,Portugal,2002-Q3,44696.2
3033,Portugal,2002-Q4,44362.5
3034,Portugal,2003-Q1,44409.2
3035,Portugal,2003-Q2,44014.5
3036,Portugal,2003-Q3,44405.0
3037,Portugal,2003-Q4,44572.8
3038,Portugal,2004-Q1,44975.2
3039,Portugal,2004-Q2,45232.5
3040,Portugal,2004-Q3,45250.4
3041,Portugal,2004-Q4,45116.5
3042,Portugal,2005-Q1,45463.5
3043,Portugal,2005-Q2,45631.1
3044,Portugal,2005-Q3,45415.7
3045,Portugal,2005-Q4,45476.2
3046,Portugal,2006-Q1,45847.9
3047,Portugal,2006-Q2,46290.4
3048,Portugal,2006-Q3,46238.2
3049,Portugal,2006-Q4,46567.4
3050,Portugal,2007-Q1,47057.4
3051,Portugal,2007-Q2,47265.9
3052,Portugal,2007-Q3,47363.3
3053,Portugal,2007-Q4,47892.9
3054,Portugal,2008-Q1,47896.6
3055,Portugal,2008-Q2,47660.7
3056,Portugal,2008-Q3,47621.3
3057,Portugal,2008-Q4,47006.2
3058,Portugal,2009-Q1,45823.2
3059,Portugal,2009-Q2,45864.2
3060,Portugal,2009-Q3,46268.8
3061,Portugal,2009-Q4,46290.9
3062,Portugal,2010-Q1,46671.9
3063,Portugal,2010-Q2,46929.7
3064,Portugal,2010-Q3,46969.1
3065,Portugal,2010-Q4,46877.9
3066,Portugal,2011-Q1,46568.2
3067,Portugal,2011-Q2,46368.4
3068,Portugal,2011-Q3,46006.4
3069,Portugal,2011-Q4,45326.2
3070,Portugal,2012-Q1,45078.8
3071,Portugal,2012-Q2,44471.2
3072,Portugal,2012-Q3,43968.9
3073,Portugal,2012-Q4,43274.0
3074,Portugal,2013-Q1,43454.1
3075,Portugal,2013-Q2,43783.6
3076,Portugal,2013-Q3,43722.6
3077,Portugal,2013-Q4,44201.4
3078,Portugal,2014-Q1,43917.7
3079,Portugal,2014-Q2,44063.8
3080,Portugal,2014-Q3,44105.5
3081,Portugal,2014-Q4,44462.3
3082,Portugal,2015-Q1,44749.0
3083,Portugal,2015-Q2,44882.2
3084,Portugal,2015-Q3,44933.3
3085,Portugal,2015-Q4,45148.6
3086,Portugal,2016-Q1,45359.4
3087,Portugal,2016-Q2,45495.3
3088,Portugal,2016-Q3,46029.4
3089,Portugal,2016-Q4,46458.4
3090,Portugal,2017-Q1,47002.3
3091,Portugal,2017-Q2,47239.8
3092,Portugal,2017-Q3,47568.1
3093,Portugal,2017-Q4,47960.8
3094,Portugal,2018-Q1,48309.6
3095,Portugal,2018-Q2,48686.2
3096,Portugal,2018-Q3,48942.2
3097,Portugal,2018-Q4,49240.2
3098,Portugal,2019-Q1,49674.3
3099,Portugal,2019-Q2,49954.8
3100,Portugal,2019-Q3,50185.8
3101,Portugal,2019-Q4,50599.6
3102,Portugal,2020-Q1,48365.9
3103,Portugal,2020-Q2,40990.2
3104,Portugal,2020-Q3,47004.6
3105,Portugal,2020-Q4,47133.9
3106,Portugal,2021-Q1,45755.0
3107,Portugal,2021-Q2,47748.3
3108,Portugal,2021-Q3,49049.6
3109,Portugal,2021-Q4,49903.5
3110,Portugal,2022-Q1,51182.9
3111,Romania,1995-Q1,22869.4
3112,Romania,1995-Q2,22977.0
3113,Romania,1995-Q3,23500.7
3114,Romania,1995-Q4,23267.8
3115,Romania,1996-Q1,23586.5
3116,Romania,1996-Q2,24035.1
3117,Romania,1996-Q3,24242.4
3118,Romania,1996-Q4,24435.1
3119,Romania,1997-Q1,23642.5
3120,Romania,1997-Q2,23237.1
3121,Romania,1997-Q3,22862.6
3122,Romania,1997-Q4,22796.1
3123,Romania,1998-Q1,22972.3
3124,Romania,1998-Q2,22685.1
3125,Romania,1998-Q3,22452.9
3126,Romania,1998-Q4,22521.2
3127,Romania,1999-Q1,22419.5
3128,Romania,1999-Q2,22350.7
3129,Romania,1999-Q3,22578.1
3130,Romania,1999-Q4,22787.8
3131,Romania,2000-Q1,23024.9
3132,Romania,2000-Q2,23345.5
3133,Romania,2000-Q3,22967.5
3134,Romania,2000-Q4,23121.3
3135,Romania,2001-Q1,23744.5
3136,Romania,2001-Q2,23961.4
3137,Romania,2001-Q3,24423.3
3138,Romania,2001-Q4,24621.5
3139,Romania,2002-Q1,25181.2
3140,Romania,2002-Q2,25444.2
3141,Romania,2002-Q3,25548.2
3142,Romania,2002-Q4,25997.7
3143,Romania,2003-Q1,25565.4
3144,Romania,2003-Q2,25911.1
3145,Romania,2003-Q3,26481.6
3146,Romania,2003-Q4,26539.0
3147,Romania,2004-Q1,27764.1
3148,Romania,2004-Q2,28266.4
3149,Romania,2004-Q3,29248.0
3150,Romania,2004-Q4,29692.3
3151,Romania,2005-Q1,29813.7
3152,Romania,2005-Q2,29669.1
3153,Romania,2005-Q3,30258.4
3154,Romania,2005-Q4,31005.2
3155,Romania,2006-Q1,31504.9
3156,Romania,2006-Q2,32602.5
3157,Romania,2006-Q3,32857.2
3158,Romania,2006-Q4,33288.2
3159,Romania,2007-Q1,33890.4
3160,Romania,2007-Q2,34615.1
3161,Romania,2007-Q3,34941.6
3162,Romania,2007-Q4,36091.2
3163,Romania,2008-Q1,37775.3
3164,Romania,2008-Q2,38406.1
3165,Romania,2008-Q3,38476.1
3166,Romania,2008-Q4,37811.5
3167,Romania,2009-Q1,36270.9
3168,Romania,2009-Q2,36015.8
3169,Romania,2009-Q3,36074.1
3170,Romania,2009-Q4,36047.4
3171,Romania,2010-Q1,35025.3
3172,Romania,2010-Q2,34925.1
3173,Romania,2010-Q3,34424.7
3174,Romania,2010-Q4,34823.6
3175,Romania,2011-Q1,35254.9
3176,Romania,2011-Q2,35160.5
3177,Romania,2011-Q3,35803.1
3178,Romania,2011-Q4,35423.6
3179,Romania,2012-Q1,35854.6
3180,Romania,2012-Q2,36048.5
3181,Romania,2012-Q3,36106.3
3182,Romania,2012-Q4,36324.6
3183,Romania,2013-Q1,36673.8
3184,Romania,2013-Q2,37448.3
3185,Romania,2013-Q3,37416.8
3186,Romania,2013-Q4,38181.7
3187,Romania,2014-Q1,38397.2
3188,Romania,2014-Q2,38352.0
3189,Romania,2014-Q3,38925.6
3190,Romania,2014-Q4,39500.5
3191,Romania,2015-Q1,39740.2
3192,Romania,2015-Q2,39296.4
3193,Romania,2015-Q3,40066.4
3194,Romania,2015-Q4,40689.1
3195,Romania,2016-Q1,41394.8
3196,Romania,2016-Q2,41613.2
3197,Romania,2016-Q3,41723.4
3198,Romania,2016-Q4,42589.4
3199,Romania,2017-Q1,43928.1
3200,Romania,2017-Q2,44377.8
3201,Romania,2017-Q3,45530.1
3202,Romania,2017-Q4,45563.2
3203,Romania,2018-Q1,45769.5
3204,Romania,2018-Q2,46826.6
3205,Romania,2018-Q3,47454.8
3206,Romania,2018-Q4,47424.5
3207,Romania,2019-Q1,48116.5
3208,Romania,2019-Q2,48908.3
3209,Romania,2019-Q3,48900.5
3210,Romania,2019-Q4,49534.5
3211,Romania,2020-Q1,49345.5
3212,Romania,2020-Q2,44096.6
3213,Romania,2020-Q3,46242.3
3214,Romania,2020-Q4,48793.9
3215,Romania,2021-Q1,49318.5
3216,Romania,2021-Q2,50894.9
3217,Romania,2021-Q3,49434.5
3218,Romania,2021-Q4,49944.6
3219,Romania,2022-Q1,52486.9
3220,Romania,2022-Q2,53579.1
3221,Serbia,1995-Q1,4888.0
3222,Serbia,1995-Q2,5058.0
3223,Serbia,1995-Q3,4727.2
3224,Serbia,1995-Q4,4440.2
3225,Serbia,1996-Q1,4994.1
3226,Serbia,1996-Q2,5087.2
3227,Serbia,1996-Q3,5072.9
3228,Serbia,1996-Q4,5159.5
3229,Serbia,1997-Q1,5210.1
3230,Serbia,1997-Q2,5269.7
3231,Serbia,1997-Q3,5642.8
3232,Serbia,1997-Q4,5655.1
3233,Serbia,1998-Q1,5661.7
3234,Serbia,1998-Q2,5638.9
3235,Serbia,1998-Q3,5587.3
3236,Serbia,1998-Q4,5617.0
3237,Serbia,1999-Q1,5530.8
3238,Serbia,1999-Q2,4463.5
3239,Serbia,1999-Q3,5134.2
3240,Serbia,1999-Q4,5251.8
3241,Serbia,2000-Q1,5525.9
3242,Serbia,2000-Q2,5588.2
3243,Serbia,2000-Q3,5494.0
3244,Serbia,2000-Q4,5021.7
3245,Serbia,2001-Q1,5691.7
3246,Serbia,2001-Q2,5681.1
3247,Serbia,2001-Q3,5783.2
3248,Serbia,2001-Q4,5955.9
3249,Serbia,2002-Q1,5987.1
3250,Serbia,2002-Q2,6082.2
3251,Serbia,2002-Q3,6250.1
3252,Serbia,2002-Q4,6262.2
3253,Serbia,2003-Q1,6325.8
3254,Serbia,2003-Q2,6430.1
3255,Serbia,2003-Q3,6415.3
3256,Serbia,2003-Q4,6486.3
3257,Serbia,2004-Q1,6779.0
3258,Serbia,2004-Q2,6836.8
3259,Serbia,2004-Q3,6967.4
3260,Serbia,2004-Q4,7395.3
3261,Serbia,2005-Q1,7069.4
3262,Serbia,2005-Q2,7296.8
3263,Serbia,2005-Q3,7490.5
3264,Serbia,2005-Q4,7670.7
3265,Serbia,2006-Q1,7568.4
3266,Serbia,2006-Q2,7708.7
3267,Serbia,2006-Q3,7798.4
3268,Serbia,2006-Q4,7963.9
3269,Serbia,2007-Q1,8096.8
3270,Serbia,2007-Q2,8195.4
3271,Serbia,2007-Q3,8258.7
3272,Serbia,2007-Q4,8495.1
3273,Serbia,2008-Q1,8676.7
3274,Serbia,2008-Q2,8783.8
3275,Serbia,2008-Q3,8766.0
3276,Serbia,2008-Q4,8694.9
3277,Serbia,2009-Q1,8505.4
3278,Serbia,2009-Q2,8468.5
3279,Serbia,2009-Q3,8513.0
3280,Serbia,2009-Q4,8486.5
3281,Serbia,2010-Q1,8495.7
3282,Serbia,2010-Q2,8517.2
3283,Serbia,2010-Q3,8622.6
3284,Serbia,2010-Q4,8588.2
3285,Serbia,2011-Q1,8736.7
3286,Serbia,2011-Q2,8714.9
3287,Serbia,2011-Q3,8715.5
3288,Serbia,2011-Q4,8756.1
3289,Serbia,2012-Q1,8634.0
3290,Serbia,2012-Q2,8762.2
3291,Serbia,2012-Q3,8652.2
3292,Serbia,2012-Q4,8633.9
3293,Serbia,2013-Q1,8829.5
3294,Serbia,2013-Q2,8845.9
3295,Serbia,2013-Q3,9037.3
3296,Serbia,2013-Q4,8971.1
3297,Serbia,2014-Q1,8848.9
3298,Serbia,2014-Q2,8771.9
3299,Serbia,2014-Q3,8675.6
3300,Serbia,2014-Q4,8815.9
3301,Serbia,2015-Q1,8871.8
3302,Serbia,2015-Q2,8936.3
3303,Serbia,2015-Q3,8918.5
3304,Serbia,2015-Q4,9017.6
3305,Serbia,2016-Q1,9157.9
3306,Serbia,2016-Q2,9209.0
3307,Serbia,2016-Q3,9275.3
3308,Serbia,2016-Q4,9289.1
3309,Serbia,2017-Q1,9312.0
3310,Serbia,2017-Q2,9381.2
3311,Serbia,2017-Q3,9480.6
3312,Serbia,2017-Q4,9532.3
3313,Serbia,2018-Q1,9759.7
3314,Serbia,2018-Q2,9863.2
3315,Serbia,2018-Q3,9882.7
3316,Serbia,2018-Q4,9892.0
3317,Serbia,2019-Q1,10018.0
3318,Serbia,2019-Q2,10164.7
3319,Serbia,2019-Q3,10371.4
3320,Serbia,2019-Q4,10550.0
3321,Serbia,2020-Q1,10521.1
3322,Serbia,2020-Q2,9539.6
3323,Serbia,2020-Q3,10222.0
3324,Serbia,2020-Q4,10433.3
3325,Serbia,2021-Q1,10684.0
3326,Serbia,2021-Q2,10843.5
3327,Serbia,2021-Q3,11010.4
3328,Serbia,2021-Q4,11190.5
3329,Serbia,2022-Q1,11133.0
3330,Sweden,1993-Q1,62738.1
3331,Sweden,1993-Q2,63551.8
3332,Sweden,1993-Q3,64416.2
3333,Sweden,1993-Q4,64312.8
3334,Sweden,1994-Q1,65043.1
3335,Sweden,1994-Q2,65709.8
3336,Sweden,1994-Q3,66471.9
3337,Sweden,1994-Q4,67477.6
3338,Sweden,1995-Q1,68333.2
3339,Sweden,1995-Q2,68656.5
3340,Sweden,1995-Q3,69003.4
3341,Sweden,1995-Q4,69690.8
3342,Sweden,1996-Q1,70157.2
3343,Sweden,1996-Q2,69593.2
3344,Sweden,1996-Q3,69929.8
3345,Sweden,1996-Q4,70391.6
3346,Sweden,1997-Q1,71028.2
3347,Sweden,1997-Q2,71865.1
3348,Sweden,1997-Q3,72427.4
3349,Sweden,1997-Q4,73880.5
3350,Sweden,1998-Q1,74173.4
3351,Sweden,1998-Q2,75185.4
3352,Sweden,1998-Q3,75596.2
3353,Sweden,1998-Q4,76465.4
3354,Sweden,1999-Q1,77335.9
3355,Sweden,1999-Q2,77828.2
3356,Sweden,1999-Q3,78440.9
3357,Sweden,1999-Q4,79907.8
3358,Sweden,2000-Q1,80446.0
3359,Sweden,2000-Q2,82469.0
3360,Sweden,2000-Q3,83127.6
3361,Sweden,2000-Q4,82873.8
3362,Sweden,2001-Q1,83179.4
3363,Sweden,2001-Q2,83189.9
3364,Sweden,2001-Q3,83509.2
3365,Sweden,2001-Q4,84226.0
3366,Sweden,2002-Q1,84100.8
3367,Sweden,2002-Q2,85422.3
3368,Sweden,2002-Q3,85923.7
3369,Sweden,2002-Q4,86063.6
3370,Sweden,2003-Q1,87074.0
3371,Sweden,2003-Q2,86565.6
3372,Sweden,2003-Q3,87819.0
3373,Sweden,2003-Q4,88373.1
3374,Sweden,2004-Q1,89993.0
3375,Sweden,2004-Q2,90364.4
3376,Sweden,2004-Q3,91074.0
3377,Sweden,2004-Q4,91840.4
3378,Sweden,2005-Q1,92237.9
3379,Sweden,2005-Q2,92845.3
3380,Sweden,2005-Q3,93955.9
3381,Sweden,2005-Q4,94594.6
3382,Sweden,2006-Q1,96055.2
3383,Sweden,2006-Q2,97640.7
3384,Sweden,2006-Q3,98785.0
3385,Sweden,2006-Q4,99433.4
3386,Sweden,2007-Q1,100397.4
3387,Sweden,2007-Q2,100919.9
3388,Sweden,2007-Q3,101698.9
3389,Sweden,2007-Q4,102854.7
3390,Sweden,2008-Q1,102049.2
3391,Sweden,2008-Q2,101990.1
3392,Sweden,2008-Q3,101476.8
3393,Sweden,2008-Q4,97886.9
3394,Sweden,2009-Q1,96440.4
3395,Sweden,2009-Q2,96500.9
3396,Sweden,2009-Q3,96450.5
3397,Sweden,2009-Q4,96897.0
3398,Sweden,2010-Q1,99487.5
3399,Sweden,2010-Q2,101528.1
3400,Sweden,2010-Q3,102763.6
3401,Sweden,2010-Q4,104427.9
3402,Sweden,2011-Q1,104803.5
3403,Sweden,2011-Q2,105137.7
3404,Sweden,2011-Q3,106511.7
3405,Sweden,2011-Q4,105026.3
3406,Sweden,2012-Q1,105210.6
3407,Sweden,2012-Q2,105366.8
3408,Sweden,2012-Q3,105226.3
3409,Sweden,2012-Q4,104491.6
3410,Sweden,2013-Q1,105939.7
3411,Sweden,2013-Q2,105827.0
3412,Sweden,2013-Q3,106306.3
3413,Sweden,2013-Q4,107065.1
3414,Sweden,2014-Q1,107946.0
3415,Sweden,2014-Q2,108835.9
3416,Sweden,2014-Q3,109607.6
3417,Sweden,2014-Q4,110460.1
3418,Sweden,2015-Q1,112018.6
3419,Sweden,2015-Q2,113132.6
3420,Sweden,2015-Q3,114690.5
3421,Sweden,2015-Q4,115538.4
3422,Sweden,2016-Q1,115477.5
3423,Sweden,2016-Q2,115530.7
3424,Sweden,2016-Q3,115885.3
3425,Sweden,2016-Q4,116889.3
3426,Sweden,2017-Q1,117452.4
3427,Sweden,2017-Q2,118982.4
3428,Sweden,2017-Q3,120098.6
3429,Sweden,2017-Q4,120277.5
3430,Sweden,2018-Q1,120765.6
3431,Sweden,2018-Q2,122035.0
3432,Sweden,2018-Q3,121072.3
3433,Sweden,2018-Q4,122605.0
3434,Sweden,2019-Q1,123292.6
3435,Sweden,2019-Q2,124036.3
3436,Sweden,2019-Q3,124265.8
3437,Sweden,2019-Q4,124682.3
3438,Sweden,2020-Q1,124500.6
3439,Sweden,2020-Q2,114462.3
3440,Sweden,2020-Q3,122917.3
3441,Sweden,2020-Q4,122816.0
3442,Sweden,2021-Q1,124784.8
3443,Sweden,2021-Q2,125734.1
3444,Sweden,2021-Q3,128253.8
3445,Sweden,2021-Q4,129733.9
3446,Sweden,2022-Q1,128686.0
3447,Slovenia,1995-Q1,5934.1
3448,Slovenia,1995-Q2,5947.1
3449,Slovenia,1995-Q3,5958.8
3450,Slovenia,1995-Q4,5972.4
3451,Slovenia,1996-Q1,6011.9
3452,Slovenia,1996-Q2,6081.9
3453,Slovenia,1996-Q3,6161.0
3454,Slovenia,1996-Q4,6268.3
3455,Slovenia,1997-Q1,6300.9
3456,Slovenia,1997-Q2,6444.9
3457,Slovenia,1997-Q3,6501.5
3458,Slovenia,1997-Q4,6526.1
3459,Slovenia,1998-Q1,6566.9
3460,Slovenia,1998-Q2,6613.2
3461,Slovenia,1998-Q3,6670.8
3462,Slovenia,1998-Q4,6721.7
3463,Slovenia,1999-Q1,6832.7
3464,Slovenia,1999-Q2,7123.7
3465,Slovenia,1999-Q3,6939.3
3466,Slovenia,1999-Q4,7061.5
3467,Slovenia,2000-Q1,7136.0
3468,Slovenia,2000-Q2,7236.5
3469,Slovenia,2000-Q3,7320.7
3470,Slovenia,2000-Q4,7371.3
3471,Slovenia,2001-Q1,7465.0
3472,Slovenia,2001-Q2,7483.5
3473,Slovenia,2001-Q3,7528.2
3474,Slovenia,2001-Q4,7602.7
3475,Slovenia,2002-Q1,7705.3
3476,Slovenia,2002-Q2,7695.8
3477,Slovenia,2002-Q3,7785.8
3478,Slovenia,2002-Q4,7917.7
3479,Slovenia,2003-Q1,7915.8
3480,Slovenia,2003-Q2,7930.2
3481,Slovenia,2003-Q3,8044.9
3482,Slovenia,2003-Q4,8096.2
3483,Slovenia,2004-Q1,8176.5
3484,Slovenia,2004-Q2,8278.8
3485,Slovenia,2004-Q3,8360.6
3486,Slovenia,2004-Q4,8394.1
3487,Slovenia,2005-Q1,8470.6
3488,Slovenia,2005-Q2,8618.1
3489,Slovenia,2005-Q3,8689.2
3490,Slovenia,2005-Q4,8841.8
3491,Slovenia,2006-Q1,8908.2
3492,Slovenia,2006-Q2,9097.6
3493,Slovenia,2006-Q3,9250.6
3494,Slovenia,2006-Q4,9452.1
3495,Slovenia,2007-Q1,9631.6
3496,Slovenia,2007-Q2,9751.5
3497,Slovenia,2007-Q3,9949.2
3498,Slovenia,2007-Q4,9968.6
3499,Slovenia,2008-Q1,10127.2
3500,Slovenia,2008-Q2,10299.7
3501,Slovenia,2008-Q3,10240.2
3502,Slovenia,2008-Q4,9856.4
3503,Slovenia,2009-Q1,9426.2
3504,Slovenia,2009-Q2,9322.0
3505,Slovenia,2009-Q3,9345.6
3506,Slovenia,2009-Q4,9333.9
3507,Slovenia,2010-Q1,9321.3
3508,Slovenia,2010-Q2,9487.6
3509,Slovenia,2010-Q3,9512.8
3510,Slovenia,2010-Q4,9564.2
3511,Slovenia,2011-Q1,9625.2
3512,Slovenia,2011-Q2,9574.8
3513,Slovenia,2011-Q3,9556.7
3514,Slovenia,2011-Q4,9559.8
3515,Slovenia,2012-Q1,9500.2
3516,Slovenia,2012-Q2,9330.6
3517,Slovenia,2012-Q3,9350.3
3518,Slovenia,2012-Q4,9163.3
3519,Slovenia,2013-Q1,9181.0
3520,Slovenia,2013-Q2,9208.6
3521,Slovenia,2013-Q3,9210.3
3522,Slovenia,2013-Q4,9388.5
3523,Slovenia,2014-Q1,9396.2
3524,Slovenia,2014-Q2,9476.7
3525,Slovenia,2014-Q3,9533.8
3526,Slovenia,2014-Q4,9546.3
3527,Slovenia,2015-Q1,9592.7
3528,Slovenia,2015-Q2,9657.8
3529,Slovenia,2015-Q3,9719.1
3530,Slovenia,2015-Q4,9733.8
3531,Slovenia,2016-Q1,9834.2
3532,Slovenia,2016-Q2,9961.0
